USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
MS,28063,695755,Jefferson County,1346611146,18988100,519.929,7.331,31.733633,-91.043878
MS,28065,695756,Jefferson Davis County,1057871713,1791496,408.447,0.692,31.565606,-89.826517
MS,28067,695757,Jones County,1799558859,12676822,694.814,4.895,31.616601,-89.168532
MS,28069,695758,Kemper County,1984361021,2182350,766.166,0.843,32.750136,-88.625631
MS,28071,695759,Lafayette County,1636141949,123084030,631.718,47.523,34.349298,-89.485903
MS,28073,695760,Lamar County,1287573226,8621800,497.135,3.329,31.197586,-89.506369
MS,28075,695761,Lauderdale County,1822446691,29792143,703.651,11.503,32.403998,-88.660449
MS,28077,695762,Lawrence County,1115424221,13213419,430.668,5.102,31.550009,-90.10753
MS,28079,695763,Leake County,1509966890,6411188,583.002,2.475,32.760737,-89.522236
MS,28081,695764,Lee County,1165367655,8349362,449.951,3.224,34.29246,-88.682383
MS,28083,695765,Leflore County,1536793557,33720310,593.359,13.019,33.54979,-90.294934
MS,28085,695766,Lincoln County,1518059596,5305564,586.126,2.048,31.535216,-90.453566
MS,28087,695767,Lowndes County,1309077257,28560540,505.438,11.027,33.471424,-88.439723
MS,28089,695768,Madison County,1850054742,71147843,714.31,27.47,32.63437,-90.03416
MS,28091,695769,Marion County,1404769467,16149942,542.385,6.236,31.230167,-89.821712
MS,28093,695770,Marshall County,1828989885,9195190,706.177,3.55,34.76619,-89.504231
MS,28095,695771,Monroe County,1981577562,18141243,765.091,7.004,33.89003,-88.485038
MS,28097,711757,Montgomery County,1054075010,2352281,406.981,0.908,33.500714,-89.639625
MS,28099,695772,Neshoba County,1476640970,3830967,570.134,1.479,32.752518,-89.119274
MS,28101,695773,Newton County,1496636734,4525338,577.855,1.747,32.40197,-89.118412
MS,28103,695774,Noxubee County,1800451755,12487975,695.158,4.822,33.106508,-88.566004
MS,28105,695775,Oktibbeha County,1186750564,9649672,458.207,3.726,33.422313,-88.876151
MS,28107,695776,Panola County,1774515465,51767060,685.144,19.987,34.365205,-89.963065
MS,28109,695777,Pearl River County,2100183753,20778648,810.886,8.023,30.774793,-89.586904
MS,28111,695778,Perry County,1676259567,7754374,647.207,2.994,31.169307,-88.988755
MS,28113,711758,Pike County,1059349956,4341077,409.017,1.676,31.177517,-90.397725
MS,28115,695803,Pontotoc County,1289142769,8496482,497.741,3.281,34.227081,-89.037239
MS,28117,695779,Prentiss County,1074778155,8353573,414.974,3.225,34.621104,-88.522179
MS,28119,695780,Quitman County,1048975456,3676001,405.012,1.419,34.252833,-90.290171
MS,28121,695781,Rankin County,2008307278,79444946,775.412,30.674,32.267123,-89.946063
MS,28123,695782,Scott County,1577902058,3001527,609.231,1.159,32.427127,-89.533209
MS,28125,695783,Sharkey County,1118149645,8806465,431.72,3.4,32.892395,-90.827613
MS,28127,695784,Simpson County,1525930830,3378534,589.165,1.304,31.902505,-89.917709
MS,28129,695785,Smith County,1647926079,2599432,636.268,1.004,32.019029,-89.494877
MS,28131,695786,Stone County,1153800131,6712362,445.485,2.592,30.790184,-89.112297
MS,28133,695787,Sunflower County,1807175449,23758961,697.754,9.173,33.605529,-90.59509
MS,28135,695788,Tallahatchie County,1671109478,17929641,645.219,6.923,33.954527,-90.172245
MS,28137,695789,Tate County,1048330139,16092731,404.763,6.213,34.649553,-89.943105
MS,28139,695790,Tippah County,1185725883,5551259,457.811,2.143,34.763618,-88.918819
MS,28141,695791,Tishomingo County,1098939131,52359824,424.303,20.216,34.737697,-88.236064
MS,28143,695792,Tunica County,1177602341,67538875,454.675,26.077,34.652201,-90.37177
MS,28145,695793,Union County,1076399070,3387491,415.6,1.308,34.489533,-89.002339
MS,28147,695794,Walthall County,1046210307,1195913,403.944,0.462,31.164492,-90.103431
MS,28149,695795,Warren County,1524248589,77800851,588.516,30.039,32.356095,-90.852384
MS,28151,695796,Washington County,1877069947,94495553,724.741,36.485,33.273174,-90.944446
MS,28153,695797,Wayne County,2099745463,7255504,810.716,2.801,31.642475,-88.678212
MS,28155,695798,Webster County,1090223314,5935286,420.938,2.292,33.612048,-89.283836
MS,28157,695799,Wilkinson County,1756260364,25019052,678.096,9.66,31.161091,-91.324617
MS,28159,695800,Winston County,1572731699,7383417,607.235,2.851,33.078724,-89.037391
MS,28161,695801,Yalobusha County,1209858231,72197100,467.129,27.875,34.030666,-89.703807
MS,28163,695802,Yazoo County,2390421582,29316444,922.947,11.319,32.765675,-90.387928
MO,29001,765805,Adair County,1469362098,5468494,567.324,2.111,40.190666,-92.603592
MO,29003,758456,Andrew County,1120696255,9649941,432.703,3.726,39.988863,-94.803551
MO,29005,758457,Atchison County,1417462669,7359184,547.285,2.841,40.431846,-95.437555
MO,29007,758458,Audrain County,1792880294,11880952,692.235,4.587,39.21448,-91.843415
MO,29009,758459,Barry County,2015659380,32942022,778.25,12.719,36.699378,-93.834326
MO,29011,758460,Barton County,1533067953,12434934,591.921,4.801,37.500799,-94.344089
MO,29013,758461,Bates County,2167014996,38050444,836.689,14.691,38.257217,-94.339246
MO,29015,758462,Benton County,1823463581,125579873,704.043,48.487,38.301036,-93.287942
MO,29017,758463,Bollinger County,1600366956,8527783,617.905,3.293,37.318346,-90.024604
MO,29019,758464,Boone County,1775514071,14289200,685.53,5.517,38.989861,-92.310202
MO,29021,758465,Buchanan County,1056782166,17172218,408.026,6.63,39.660369,-94.808173
MO,29023,758466,Butler County,1799185240,11194772,694.669,4.322,36.71518,-90.40313
MO,29025,758467,Caldwell County,1104350491,8402198,426.392,3.244,39.658998,-93.979179
MO,29027,758468,Callaway County,2161547111,33098375,834.578,12.779,38.835547,-91.923446
MO,29029,758469,Camden County,1699033618,136346945,656.001,52.644,38.026527,-92.765327
MO,29031,758470,Cape Girardeau County,1498398189,20174875,578.535,7.79,37.384141,-89.685658
MO,29033,758471,Carroll County,1799061639,17533435,694.622,6.77,39.427375,-93.500227
MO,29035,758472,Carter County,1314039248,4305248,507.353,1.662,36.944858,-90.945705
MO,29037,758473,Cass County,1804384179,15051091,696.677,5.811,38.647159,-94.354242
MO,29039,758474,Cedar County,1228906570,62602362,474.483,24.171,37.733655,-93.850014
MO,29041,758475,Chariton County,1945540005,40354615,751.177,15.581,39.517968,-92.96162
MO,29043,758476,Christian County,1457243705,3012565,562.645,1.163,36.969739,-93.187614
MO,29045,758477,Clark County,1307147499,18473322,504.692,7.133,40.407275,-91.729472
MO,29047,758478,Clay County,1029624311,28829761,397.54,11.131,39.315551,-94.421502
MO,29049,758479,Clinton County,1085092925,11723668,418.957,4.527,39.608723,-94.395803
MO,29051,758480,Cole County,1013978956,19293870,391.499,7.449,38.503233,-92.280027
MO,29053,758481,Cooper County,1462738145,11433994,564.766,4.415,38.845386,-92.812323
MO,29055,758482,Crawford County,1923109166,3203505,742.517,1.237,37.96656,-91.313933
MO,29057,758483,Dade County,1269125074,42068699,490.012,16.243,37.43235,-93.854878
MO,29059,758484,Dallas County,1400578696,5388322,540.766,2.08,37.683583,-93.033812
MO,29061,758485,Daviess County,1458775301,15044893,563.236,5.809,39.962839,-93.970053
MO,29063,758486,DeKalb County,1091311618,11561088,421.358,4.464,39.894665,-94.40719
MO,29065,758487,Dent County,1949642871,4519379,752.761,1.745,37.603075,-91.489716
MO,29067,758488,Douglas County,2107296277,2498264,813.632,0.965,36.946517,-92.515892
MO,29069,758489,Dunklin County,1401369313,15831425,541.072,6.113,36.153025,-90.062254
MO,29071,758490,Franklin County,2389734329,20729076,922.682,8.004,38.408313,-91.07341
MO,29073,758491,Gasconade County,1344214927,18009302,519.004,6.953,38.441183,-91.50578
MO,29075,758492,Gentry County,1272776765,762384,491.422,0.294,40.208127,-94.405321
MO,29077,758493,Greene County,1749069307,6631836,675.319,2.561,37.258196,-93.340641
MO,29079,758494,Grundy County,1127383765,7118003,435.285,2.748,40.112541,-93.565054
MO,29081,758495,Harrison County,1871276829,10103771,722.504,3.901,40.34562,-93.992582
MO,29083,758496,Henry County,1805075830,91636440,696.944,35.381,38.386491,-93.792628
MO,29085,758497,Hickory County,1033685852,32677677,399.108,12.617,37.9367,-93.322834
MO,29087,758498,Holt County,1198369599,19839056,462.693,7.66,40.095724,-95.219072
MO,29089,758499,Howard County,1201192677,19893000,463.783,7.681,39.143365,-92.695926
MO,29091,758500,Howell County,2401562526,2913502,927.249,1.125,36.774369,-91.887368
MO,29093,758501,Iron County,1425176120,4664163,550.264,1.801,37.625971,-90.699587
MO,29095,758502,Jackson County,1565536533,30533732,604.457,11.789,39.005441,-94.343326
MO,29097,758503,Jasper County,1653653989,7233655,638.479,2.793,37.205197,-94.337259
MO,29099,758504,Jefferson County,1700722377,19766573,656.653,7.632,38.257599,-90.543542
MO,29101,758505,Johnson County,2147833526,10122990,829.283,3.909,38.741528,-93.811863
MO,29103,758506,Knox County,1305376323,7306998,504.009,2.821,40.136776,-92.146809
MO,29105,758507,Laclede County,1980627843,8515315,764.725,3.288,37.659688,-92.59484
MO,29107,758508,Lafayette County,1627640424,27215047,628.436,10.508,39.068705,-93.802639
MO,29109,758509,Lawrence County,1584390791,4249322,611.737,1.641,37.10659,-93.830551
MO,29111,758510,Lewis County,1308052643,14901556,505.042,5.754,40.084559,-91.728803
MO,29113,758511,Lincoln County,1622776817,36014744,626.558,13.905,39.062255,-90.962916
MO,29115,758512,Linn County,1594303607,15053677,615.564,5.812,39.86444,-93.108019
MO,29117,758513,Livingston County,1378706407,16156741,532.322,6.238,39.778587,-93.548201
MO,29119,758518,McDonald County,1397247243,520251,539.48,0.201,36.630218,-94.343956
MO,29121,758514,Macon County,2075117963,28912855,801.208,11.163,39.829795,-92.56434
MO,29123,758515,Madison County,1280463448,8312929,494.39,3.21,37.473235,-90.345453
MO,29125,758516,Maries County,1364869331,7636524,526.979,2.948,38.162615,-91.923601
MO,29127,758517,Marion County,1131627603,19114159,436.924,7.38,39.807538,-91.635379
MO,29129,758519,Mercer County,1175427675,3302140,453.835,1.275,40.421413,-93.567631
MO,29131,758520,Miller County,1534813198,19159078,592.595,7.397,38.21668,-92.429876
MO,29133,758521,Mississippi County,1065995418,44494550,411.583,17.179,36.826264,-89.295929
MO,29135,758522,Moniteau County,1074911087,9960340,415.026,3.846,38.633037,-92.583642
MO,29137,758523,Monroe County,1677414495,58300701,647.653,22.51,39.49827,-92.006458
MO,29139,758524,Montgomery County,1385765157,14100634,535.047,5.444,38.935184,-91.465427
MO,29141,758525,Morgan County,1547854713,42426944,597.63,16.381,38.420807,-92.874835
MO,29143,758526,New Madrid County,1747828466,56291580,674.84,21.734,36.594261,-89.655948
MO,29145,758527,Newton County,1618104264,4717279,624.754,1.821,36.908364,-94.335021
MO,29147,758528,Nodaway County,2271326366,2361587,876.964,0.912,40.361136,-94.883146
MO,29149,758529,Oregon County,2045561468,4528617,789.796,1.749,36.68531,-91.401827
MO,29151,758530,Osage County,1571017618,17751386,606.573,6.854,38.464253,-91.859504
MO,29153,758531,Ozark County,1929467530,26574821,744.972,10.261,36.64959,-92.458549
MO,29155,758532,Pemiscot County,1275622096,54164348,492.52,20.913,36.209916,-89.785942
MO,29157,758533,Perry County,1228575339,25393623,474.356,9.805,37.71113,-89.802125
MO,29159,758534,Pettis County,1766949556,10504062,682.223,4.056,38.727367,-93.285207
MO,29161,758535,Phelps County,1739898837,6587846,671.779,2.544,37.866326,-91.790349
MO,29163,758536,Pike County,1736428702,36976465,670.439,14.277,39.339959,-91.171607
MO,29165,758537,Platte County,1088287297,17131591,420.19,6.615,39.378696,-94.761472
MO,29167,758538,Polk County,1646005913,17838295,635.526,6.887,37.616761,-93.400817
MO,29169,758539,Pulaski County,1416983924,11342729,547.101,4.379,37.824835,-92.207022
MO,29171,758540,Putnam County,1339843833,5943338,517.317,2.295,40.478606,-93.014531
MO,29173,758541,Ralls County,1216727208,36396575,469.781,14.053,39.553455,-91.524787
MO,29175,758542,Randolph County,1250217868,13254156,482.712,5.117,39.439249,-92.492959
MO,29177,758543,Ray County,1473200371,13287170,568.806,5.13,39.308401,-93.995746
MO,29179,758544,Reynolds County,2093947113,15372846,808.478,5.935,37.360857,-90.969516
MO,29181,758545,Ripley County,1630498239,5443028,629.539,2.102,36.648902,-90.86706
MO,29183,758546,St. Charles County,1451532177,83313989,560.44,32.168,38.781102,-90.674915
MO,29185,758547,St. Clair County,1735273535,83056120,669.993,32.068,38.039069,-93.773076
MO,29186,765806,Ste. Genevieve County,1292800228,19739927,499.153,7.622,37.885845,-90.161531
MO,29187,758548,St. Francois County,1170281586,7316532,451.848,2.825,37.810707,-90.473868
MO,29189,758549,St. Louis County,1315118597,39389335,507.77,15.208,38.640702,-90.445954
MO,29195,758550,Saline County,1956756361,29548018,755.508,11.409,39.13584,-93.204164
MO,29197,758551,Schuyler County,795916381,2216074,307.305,0.856,40.469361,-92.519016
MO,29199,758552,Scotland County,1130968214,6797961,436.669,2.625,40.447686,-92.142824
MO,29201,758553,Scott County,1087765670,15199719,419.989,5.869,37.047793,-89.568098
MO,29203,758554,Shannon County,2599881259,464011,1003.82,0.179,37.152498,-91.391328
MO,29205,758555,Shelby County,1297230435,3764589,500.863,1.454,39.797531,-92.088719
MO,29207,758556,Stoddard County,2132128267,15028338,823.219,5.802,36.851557,-89.947481
MO,29209,758557,Stone County,1201848035,121059180,464.036,46.741,36.751004,-93.473701
MO,29211,758558,Sullivan County,1678264387,9123193,647.982,3.522,40.209587,-93.109783
MO,29213,758559,Taney County,1638012167,49727386,632.44,19.2,36.649827,-93.042819
MO,29215,758560,Texas County,3049104602,5071087,1177.266,1.958,37.314257,-91.964478
MO,29217,758561,Vernon County,2140347565,27016478,826.393,10.431,37.850196,-94.341597
MO,29219,758562,Warren County,1110070700,23748229,428.601,9.169,38.761902,-91.159306
MO,29221,758563,Washington County,1968056337,6778977,759.871,2.617,37.942611,-90.897018
MO,29223,758564,Wayne County,1966257835,38558996,759.176,14.888,37.112319,-90.452378
MO,29225,758565,Webster County,1534730101,3110558,592.563,1.201,37.280804,-92.87608
MO,29227,758566,Worth County,690523649,535323,266.613,0.207,40.480192,-94.418748
MO,29229,758567,Wright County,1765779833,3533318,681.771,1.364,37.267636,-92.48001
MO,29510,767557,St. Louis city,160458011,10670053,61.953,4.12,38.635699,-90.244582
MT,30001,1719627,Beaverhead County,14352734725,78329894,5541.622,30.243,45.133863,-112.892869
MT,30003,1716521,Big Horn County,12938512640,49198410,4995.588,18.996,45.407869,-107.518163
MT,30005,1722470,Blaine County,10949320885,29085603,4227.557,11.23,48.428282,-108.967648
MT,30007,1719625,Broadwater County,3088595782,119695385,1192.514,46.215,46.329851,-111.49787
MT,30009,1720111,Carbon County,5306292298,34665749,2048.771,13.385,45.224475,-109.028551
MT,30011,1688746,Carter County,8652525782,19496162,3340.759,7.528,45.516825,-104.515324
MT,30013,1719622,Cascade County,6988446636,34228224,2698.254,13.216,47.316443,-111.350571
MT,30015,1719619,Chouteau County,10289098194,62622935,3972.643,24.179,47.886837,-110.436189
MT,30017,1720109,Custer County,9798658647,25523080,3783.283,9.855,46.261481,-105.550508
MT,30019,1637566,Daniels County,3693596794,1021697,1426.106,0.394,48.794429,-105.541739
MT,30021,1715632,Dawson County,6143078552,29294560,2371.856,11.311,47.272425,-104.901027
MT,30023,1719617,Deer Lodge County,1907556731,12147803,736.512,4.69,46.094608,-113.141635
MT,30025,1688745,Fallon County,4197660601,5915327,1620.726,2.284,46.318184,-104.405718
MT,30027,1719614,Fergus County,11240494266,27483450,4339.979,10.611,47.223641,-109.223714
MT,30029,1719611,Flathead County,13177029552,437075202,5087.68,168.756,48.314575,-114.054533
MT,30031,1720053,Gallatin County,6740986941,76055982,2602.71,29.365,45.518054,-111.163921
MT,30033,1716058,Garfield County,12109050511,445816681,4675.331,172.131,47.280033,-106.986706
MT,30035,1719607,Glacier County,7759434380,106156827,2995.934,40.987,48.705671,-112.990502
MT,30037,1723078,Golden Valley County,3044120564,2588284,1175.342,0.999,46.380624,-109.174586
MT,30039,1719605,Granite County,4474034950,14590724,1727.435,5.634,46.395955,-113.427356
MT,30041,1720048,Hill County,7508245505,44187559,2898.95,17.061,48.631959,-110.106321
MT,30043,1720045,Jefferson County,4290259020,6477048,1656.478,2.501,46.124246,-112.059424
MT,30045,1719602,Judith Basin County,4842833380,2066731,1869.829,0.798,47.032558,-110.30532
MT,30047,1796943,Lake County,3859533620,423572253,1490.174,163.542,47.642901,-114.083687
MT,30049,793926,Lewis and Clark County,8958321710,100704330,3458.827,38.882,47.122034,-112.382924
MT,30051,1720036,Liberty County,3703858941,44369029,1430.068,17.131,48.559654,-111.036924
MT,30053,1720038,Lincoln County,9356989213,161121594,3612.754,62.209,48.556765,-115.47583
MT,30055,1716270,McCone County,6845724968,102696996,2643.149,39.652,47.629628,-105.757222
MT,30057,1720033,Madison County,9291203688,39631683,3587.354,15.302,45.325321,-111.913739
MT,30059,1719600,Meagher County,6195013156,7377403,2391.908,2.848,46.5857,-110.92174
MT,30061,1720030,Mineral County,3158368125,9898604,1219.453,3.822,47.155213,-115.064547
MT,30063,1719596,Missoula County,6716924883,64483214,2593.419,24.897,47.027263,-113.892681
MT,30065,1719593,Musselshell County,4838533730,7127207,1868.168,2.752,46.505281,-108.439763
MT,30067,1720027,Park County,7260110542,27012550,2803.144,10.43,45.421905,-110.532798
MT,30069,1719590,Petroleum County,4286089659,49036136,1654.869,18.933,47.141917,-108.226575
MT,30071,1720023,Phillips County,13312741812,186079787,5140.079,71.846,48.250143,-107.928897
MT,30073,1719587,Pondera County,4203183053,43967880,1622.858,16.976,48.230312,-112.219928
MT,30075,1719584,Powder River County,8540010230,1566744,3297.317,0.605,45.408926,-105.555344
MT,30077,1720021,Powell County,6025510818,16197524,2326.463,6.254,46.844225,-112.9311
MT,30079,1715847,Prairie County,4498057581,15097151,1736.71,5.829,46.812398,-105.503938
MT,30081,1719582,Ravalli County,6192239819,24241717,2390.837,9.36,46.079298,-114.119065
MT,30083,1715338,Richland County,5398087205,49452995,2084.213,19.094,47.785513,-104.563387
MT,30085,1669428,Roosevelt County,6099106298,37876339,2354.878,14.624,48.282747,-104.99517
MT,30087,1716795,Rosebud County,12976674572,43006850,5010.322,16.605,46.17336,-106.66641
MT,30089,1719578,Sanders County,7149771755,76371833,2760.542,29.487,47.7565,-115.180295
MT,30091,1677577,Sheridan County,4343611089,75173486,1677.078,29.025,48.705523,-104.533913
MT,30093,1719575,Silver Bow County,1860834525,1488271,718.472,0.575,45.895959,-112.660222
MT,30095,1719572,Stillwater County,4649913133,23917998,1795.342,9.235,45.658903,-109.382099
MT,30097,1719569,Sweet Grass County,4804811323,17686396,1855.148,6.829,45.81306,-109.941312
MT,30099,1720018,Teton County,5885504220,52164671,2272.406,20.141,47.819035,-112.281725
MT,30101,1719566,Toole County,4961657512,77990300,1915.707,30.112,48.645052,-111.733493
MT,30103,1719563,Treasure County,2531427978,17161226,977.39,6.626,46.209558,-107.280369
MT,30105,1678923,Valley County,12758104559,352041231,4925.932,135.924,48.34985,-106.670424
MT,30107,1719560,Wheatland County,3686044432,13071155,1423.19,5.047,46.497047,-109.857147
MT,30109,1696629,Wibaux County,2303145104,1763472,889.249,0.681,46.962966,-104.274518
MT,30111,1719558,Yellowstone County,6820172437,40769488,2633.283,15.741,45.936987,-108.276656
NE,31001,835823,Adams County,1458868930,2481405,563.272,0.958,40.520632,-98.500044
NE,31003,835824,Antelope County,2220183929,3558463,857.218,1.374,42.183225,-98.058037
NE,31005,835825,Arthur County,1852760339,7644719,715.355,2.952,41.571944,-101.695898
NE,31007,835826,Banner County,1932676863,397069,746.211,0.153,41.53975,-103.726263
NE,31009,835827,Blaine County,1840655040,9443900,710.681,3.646,41.92523,-99.990771
NE,31011,835828,Boone County,1778163914,1718583,686.553,0.664,41.703934,-98.070476
NE,31013,835991,Box Butte County,2785005828,6588657,1075.297,2.544,42.21038,-103.081779
NE,31015,835829,Boyd County,1398426308,11890320,539.935,4.591,42.894448,-98.773022
NE,31017,835830,Brown County,3163293918,9814399,1221.355,3.789,42.359562,-99.92392
NE,31019,835831,Buffalo County,2507361794,18910470,968.098,7.301,40.855226,-99.074983
NE,31021,835832,Burt County,1273201487,14186013,491.586,5.477,41.854179,-96.337746
NE,31023,835833,Butler County,1514884746,15309170,584.9,5.911,41.226072,-97.132039
NE,31025,835834,Cass County,1443779604,21872139,557.446,8.445,40.909878,-96.140609
NE,31027,835835,Cedar County,1917398595,14335219,740.312,5.535,42.604511,-97.256824
NE,31029,835836,Chase County,2316533642,7978174,894.419,3.08,40.53039,-101.694192
NE,31031,835837,Cherry County,15437761392,126677192,5960.553,48.91,42.571323,-101.047653
NE,31033,835838,Cheyenne County,3098368270,292549,1196.287,0.113,41.214236,-103.011929
NE,31035,835839,Clay County,1482222913,3234827,572.289,1.249,40.523669,-98.05105
NE,31037,835840,Colfax County,1066165052,12606739,411.649,4.867,41.57496,-97.088945
NE,31039,835841,Cuming County,1477895771,10447356,570.619,4.034,41.915865,-96.788517
NE,31041,835842,Custer County,6670699344,932956,2575.572,0.36,41.393893,-99.726866
NE,31043,835843,Dakota County,684416195,8199775,264.255,3.166,42.391645,-96.561356
NE,31045,835844,Dawes County,3616823957,11921995,1396.464,4.603,42.711214,-103.134872
NE,31047,835845,Dawson County,2623947376,16371626,1013.112,6.321,40.867378,-99.815154
NE,31049,835846,Deuel County,1139208946,2230956,439.851,0.861,41.111903,-102.332609
NE,31051,835847,Dixon County,1233434236,17271570,476.232,6.669,42.48528,-96.855862
NE,31053,835848,Dodge County,1369378297,36983822,528.72,14.28,41.577008,-96.645853
NE,31055,835849,Douglas County,850694404,28209950,328.455,10.892,41.297091,-96.154066
NE,31057,835850,Dundy County,2381954929,3046330,919.678,1.176,40.180165,-101.681133
NE,31059,835851,Fillmore County,1490202773,2989990,575.371,1.154,40.52504,-97.596705
NE,31061,835852,Franklin County,1491355855,487899,575.816,0.188,40.183203,-98.96208
NE,31063,835853,Frontier County,2524180598,14212836,974.592,5.488,40.530947,-100.406683
NE,31065,835854,Furnas County,1862542527,3915843,719.132,1.512,40.191865,-99.909663
NE,31067,835855,Gage County,2205274175,22014428,851.461,8.5,40.255234,-96.683453
NE,31069,835856,Garden County,4414048098,68874632,1704.274,26.593,41.633364,-102.302985
NE,31071,835857,Garfield County,1475757790,4125559,569.793,1.593,41.906868,-98.951231
NE,31073,835858,Gosper County,1186616255,11831826,458.155,4.568,40.509095,-99.823206
NE,31075,835859,Grant County,2010407808,18130867,776.223,7,41.913957,-101.755965
NE,31077,835860,Greeley County,1475804012,2188873,569.811,0.845,41.567571,-98.530565
NE,31079,835861,Hall County,1414818032,15229247,546.264,5.88,40.866027,-98.502664
NE,31081,835862,Hamilton County,1403528325,7341067,541.905,2.834,40.872817,-98.022329
NE,31083,835863,Harlan County,1433471181,53339811,553.466,20.595,40.178766,-99.403418
NE,31085,835864,Hayes County,1846821467,570786,713.062,0.22,40.537234,-101.047963
NE,31087,835865,Hitchcock County,1838742676,22103380,709.943,8.534,40.176896,-101.044217
NE,31089,835866,Holt County,6248082955,13201507,2412.398,5.097,42.459287,-98.784766
NE,31091,835867,Hooker County,1867683339,882994,721.117,0.341,41.9187,-101.11681
NE,31093,835868,Howard County,1474578441,16199404,569.338,6.255,41.216851,-98.513342
NE,31095,835869,Jefferson County,1476728593,14239883,570.168,5.498,40.175736,-97.143103
NE,31097,835870,Johnson County,973968281,1766531,376.051,0.682,40.39501,-96.265367
NE,31099,835871,Kearney County,1337063628,274634,516.243,0.106,40.50912,-98.947602
NE,31101,835872,Keith County,2749565172,124671559,1061.613,48.136,41.194245,-101.644449
NE,31103,835873,Keya Paha County,2002258281,2192458,773.076,0.847,42.87548,-99.718351
NE,31105,835874,Kimball County,2465269180,1448446,951.846,0.559,41.199274,-103.703153
NE,31107,835875,Knox County,2870614300,81251136,1108.35,31.371,42.634404,-97.891349
NE,31109,835876,Lancaster County,2169240148,22877213,837.548,8.833,40.783547,-96.688658
NE,31111,835877,Lincoln County,6640907437,28630232,2564.069,11.054,41.050322,-100.744481
NE,31113,835878,Logan County,1477984375,1203586,570.653,0.465,41.542155,-100.443665
NE,31115,835879,Loup County,1471708212,7275368,568.23,2.809,41.897665,-99.509776
NE,31117,835881,McPherson County,2224742796,2680669,858.978,1.035,41.648414,-101.120851
NE,31119,835880,Madison County,1483396506,7013730,572.743,2.708,41.909929,-97.606856
NE,31121,835882,Merrick County,1258350281,28301118,485.852,10.927,41.169801,-98.031051
NE,31123,835883,Morrill County,3687727762,15598670,1423.84,6.023,41.732204,-102.990594
NE,31125,835884,Nance County,1143826438,17085923,441.634,6.597,41.402385,-97.991408
NE,31127,835885,Nemaha County,1055100496,5769943,407.377,2.228,40.385236,-95.853056
NE,31129,835886,Nuckolls County,1489645230,1718484,575.155,0.664,40.176492,-98.046842
NE,31131,835887,Otoe County,1594475777,8775373,615.631,3.388,40.637992,-96.131027
NE,31133,835888,Pawnee County,1116478126,4852361,431.075,1.874,40.13785,-96.245225
NE,31135,835889,Perkins County,2287828072,2840176,883.335,1.097,40.857646,-101.627468
NE,31137,835890,Phelps County,1398048577,1646534,539.79,0.636,40.516365,-99.406557
NE,31139,835891,Pierce County,1484707287,3481943,573.249,1.344,42.271413,-97.610992
NE,31141,835892,Platte County,1745758249,27319776,674.041,10.548,41.576866,-97.513467
NE,31143,835893,Polk County,1135302480,5954752,438.343,2.299,41.187925,-97.570663
NE,31145,835894,Red Willow County,1856983744,2643458,716.985,1.021,40.16942,-100.468576
NE,31147,835895,Richardson County,1429258664,7077617,551.84,2.733,40.123743,-95.718603
NE,31149,835896,Rock County,2611499674,8807750,1008.306,3.401,42.394749,-99.420851
NE,31151,835897,Saline County,1486698722,5934652,574.018,2.291,40.516802,-97.131755
NE,31153,835898,Sarpy County,618992130,22089655,238.994,8.529,41.115064,-96.109125
NE,31155,835899,Saunders County,1943096671,24827647,750.234,9.586,41.223152,-96.640923
NE,31157,835900,Scotts Bluff County,1915039249,15437668,739.401,5.961,41.850331,-103.701549
NE,31159,835901,Seward County,1479990737,11547522,571.428,4.459,40.871944,-97.140383
NE,31161,835902,Sheridan County,6321831662,74941797,2440.873,28.935,42.512289,-102.36828
NE,31163,835903,Sherman County,1465488698,15062175,565.828,5.816,41.218743,-98.972849
NE,31165,835904,Sioux County,5352525388,1872668,2066.622,0.723,42.470612,-103.732111
NE,31167,835905,Stanton County,1108381580,7908731,427.949,3.054,41.905045,-97.177109
NE,31169,835906,Thayer County,1486153343,3025340,573.807,1.168,40.173845,-97.596263
NE,31171,835907,Thomas County,1846268734,2028358,712.848,0.783,41.84862,-100.506911
NE,31173,835908,Thurston County,1019377268,6458648,393.584,2.494,42.154061,-96.533943
NE,31175,835909,Valley County,1471237308,6242699,568.048,2.41,41.564094,-98.983484
NE,31177,835910,Washington County,1009986011,8387689,389.958,3.239,41.533973,-96.224577
NE,31179,835911,Wayne County,1147143924,1087699,442.915,0.42,42.210746,-97.126243
NE,31181,835912,Webster County,1489018031,337241,574.913,0.13,40.180646,-98.49859
NE,31183,835913,Wheeler County,1489739895,1059454,575.192,0.409,41.922578,-98.520851
NE,31185,835914,York County,1482793512,8595603,572.51,3.319,40.873056,-97.596742
NV,32001,858638,Churchill County,12770262134,242405724,4930.626,93.593,39.53771,-118.264165
NV,32003,863600,Clark County,20437567839,440056830,7890.989,169.907,36.214236,-115.013819
NV,32005,858643,Douglas County,1838162323,72317554,709.718,27.922,38.905129,-119.609019
NV,32007,857664,Elko County,44469614945,85753204,17169.815,33.109,41.141133,-115.351424
NV,32009,858641,Esmeralda County,9277052518,18552011,3581.89,7.163,37.778966,-117.632382
