USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
NC	37109	01008569	Lincoln County	771710028	23522668	     297.959	       9.082	 35.488502	 -81.226975                                                                                                    
NC	37111	01025836	McDowell County	1141169585	13956755	     440.608	       5.389	 35.682232	 -82.048029                                                                                                  
NC	37113	01025833	Macon County	1335302100	10722138	     515.563	       4.140	 35.152959	 -83.421901                                                                                                     
NC	37115	01025834	Madison County	1164217417	4836813	     449.507	       1.868	 35.864078	 -82.712731                                                                                                    
NC	37117	01026328	Martin County	1194550410	751151	     461.219	       0.290	 35.841059	 -77.112867                                                                                                      
NC	37119	01008570	Mecklenburg County	1355606248	58054852	     523.403	      22.415	 35.246862	 -80.833832                                                                                               
NC	37121	01008571	Mitchell County	573522047	1679910	     221.438	       0.649	 36.013102	 -82.163554                                                                                                    
NC	37123	01008572	Montgomery County	1273731539	25909686	     491.791	      10.004	 35.334415	 -79.906602                                                                                                
NC	37125	01008573	Moore County	1807460587	20689548	     697.864	       7.988	 35.308272	 -79.492725                                                                                                     
NC	37127	01008574	Nash County	1399634273	6132547	     540.402	       2.368	 35.965945	 -77.987555                                                                                                       
NC	37129	01026329	New Hanover County	496670033	353909798	     191.765	     136.645	 34.177875	 -77.869674                                                                                               
NC	37131	01008575	Northampton County	1389757981	36301275	     536.589	      14.016	 36.421774	 -77.398352                                                                                               
NC	37133	01026341	Onslow County	1975580968	370722481	     762.776	     143.137	 34.763109	 -77.499469                                                                                                   
NC	37135	01008576	Orange County	1030777409	8970131	     397.985	       3.463	 36.062508	 -79.119354                                                                                                     
NC	37137	01023355	Pamlico County	871732166	596143843	     336.578	     230.172	 35.147784	 -76.665422                                                                                                   
NC	37139	01026330	Pasquotank County	587633388	162010038	     226.887	      62.552	 36.265184	 -76.260696                                                                                                
NC	37141	01026129	Pender County	2252361386	162975099	     869.642	      62.925	 34.512556	 -77.888106                                                                                                   
NC	37143	01025841	Perquimans County	640358974	211659418	     247.244	      81.722	 36.180897	 -76.403244                                                                                                
NC	37145	01008577	Person County	1015342899	31216347	     392.026	      12.053	 36.386336	 -78.965644                                                                                                    
NC	37147	01008578	Pitt County	1687880373	8107886	     651.694	       3.130	 35.592965	 -77.373138                                                                                                       
NC	37149	01008579	Polk County	615839291	1964035	     237.777	       0.758	 35.277901	 -82.167621                                                                                                        
NC	37151	01008580	Randolph County	2024583667	19823294	     781.696	       7.654	 35.709915	 -79.806215                                                                                                  
NC	37153	01008581	Richmond County	1227297998	15684090	     473.862	       6.056	 35.004636	 -79.755695                                                                                                  
NC	37155	01026130	Robeson County	2457924442	5110082	     949.010	       1.973	 34.639210	 -79.100881                                                                                                    
NC	37157	01008582	Rockingham County	1464773741	18526392	     565.552	       7.153	 36.381806	 -79.782754                                                                                                
NC	37159	01008583	Rowan County	1324152349	31929884	     511.258	      12.328	 35.641329	 -80.521722                                                                                                     
NC	37161	01008584	Rutherford County	1460866901	4676879	     564.044	       1.806	 35.402747	 -81.919582                                                                                                 
NC	37163	01026131	Sampson County	2446815657	4970896	     944.721	       1.919	 34.990574	 -78.371382                                                                                                    
NC	37165	01008585	Scotland County	825813472	3821988	     318.848	       1.476	 34.840023	 -79.477337                                                                                                    
NC	37167	01025844	Stanly County	1023265011	25262143	     395.085	       9.754	 35.310449	 -80.254374                                                                                                    
NC	37169	01008586	Stokes County	1162542988	17531425	     448.860	       6.769	 36.393506	 -80.266199                                                                                                    
NC	37171	01008587	Surry County	1378304981	10715017	     532.167	       4.137	 36.415416	 -80.686463                                                                                                     
NC	37173	01008588	Swain County	1367560584	32685911	     528.018	      12.620	 35.568849	 -83.465614                                                                                                     
NC	37175	01008589	Transylvania County	980388981	5135210	     378.530	       1.983	 35.210079	 -82.816653                                                                                                
NC	37177	01026332	Tyrrell County	1007595113	531422451	     389.035	     205.183	 35.870420	 -76.165345                                                                                                  
NC	37179	01008590	Union County	1635853013	20691262	     631.606	       7.989	 34.991675	 -80.530672                                                                                                     
NC	37181	01008591	Vance County	656633442	42196855	     253.528	      16.292	 36.365481	 -78.405434                                                                                                      
NC	37183	01008592	Wake County	2163456493	56996641	     835.315	      22.007	 35.789846	 -78.650624                                                                                                      
NC	37185	01008593	Warren County	1109696278	39641655	     428.456	      15.306	 36.398105	 -78.099899                                                                                                    
NC	37187	01026331	Washington County	901664364	196093082	     348.135	      75.712	 35.844713	 -76.572291                                                                                                
NC	37189	01008594	Watauga County	809496243	2345383	     312.548	       0.906	 36.235372	 -81.709923                                                                                                     
NC	37191	01026128	Wayne County	1432255502	9870202	     552.997	       3.811	 35.354190	 -78.008670                                                                                                      
NC	37193	01008595	Wilkes County	1953561346	6851512	     754.274	       2.645	 36.208883	 -81.166095                                                                                                     
NC	37195	01008596	Wilson County	953483161	14477181	     368.142	       5.590	 35.700357	 -77.921598                                                                                                     
NC	37197	01008597	Yadkin County	867203992	6931832	     334.829	       2.676	 36.158765	 -80.665164                                                                                                      
NC	37199	01008598	Yancey County	809619099	1458701	     312.596	       0.563	 35.889455	 -82.304119                                                                                                      
ND	38001	01034210	Adams County	2557961316	2833850	     987.634	       1.094	 46.096815	-102.533198                                                                                                      
ND	38003	01034225	Barnes County	3863105134	56593591	    1491.553	      21.851	 46.942550	 -98.070195                                                                                                    
ND	38005	01034216	Benson County	3596736737	131543435	    1388.708	      50.789	 48.071743	 -99.351152                                                                                                   
ND	38007	01035616	Billings County	2975505704	11971650	    1148.849	       4.622	 47.007044	-103.364016                                                                                                  
ND	38009	01034227	Bottineau County	4321179405	74882081	    1668.417	      28.912	 48.794412	-100.831257                                                                                                 
ND	38011	01035619	Bowman County	3009063799	13587978	    1161.806	       5.246	 46.110144	-103.505943                                                                                                    
ND	38013	01034235	Burke County	2858266250	65700838	    1103.583	      25.367	 48.786453	-102.520087                                                                                                     
ND	38015	01035614	Burleigh County	4228524402	92333136	    1632.642	      35.650	 46.971843	-100.462001                                                                                                  
ND	38017	01034226	Cass County	4571166016	7672824	    1764.937	       2.962	 46.927003	 -97.252375                                                                                                       
ND	38019	01035304	Cavalier County	3855846152	54931547	    1488.751	      21.209	 48.768439	 -98.463790                                                                                                  
ND	38021	01035622	Dickey County	2930494894	27610559	    1131.470	      10.660	 46.107756	 -98.496518                                                                                                    
ND	38023	01034234	Divide County	3265356302	86637391	    1260.761	      33.451	 48.814754	-103.509326                                                                                                    
ND	38025	01035623	Dunn County	5201888863	190576071	    2008.461	      73.582	 47.354548	-102.612366                                                                                                     
ND	38027	01034222	Eddy County	1632134179	36114064	     630.171	      13.944	 47.723436	 -98.900474                                                                                                      
ND	38029	01035615	Emmons County	3912007959	115480697	    1510.435	      44.587	 46.284255	-100.237842                                                                                                   
ND	38031	01034223	Foster County	1645810425	29450853	     635.451	      11.371	 47.471431	 -98.872876                                                                                                    
ND	38033	01035617	Golden Valley County	2592012887	4147471	    1000.782	       1.601	 46.938924	-103.844612                                                                                              
ND	38035	01034218	Grand Forks County	3720196548	8098059	    1436.376	       3.127	 47.926003	 -97.450851                                                                                                
ND	38037	01035300	Grant County	4297180130	17563263	    1659.151	       6.781	 46.357827	-101.639049                                                                                                     
ND	38039	01034219	Griggs County	1835826865	19759408	     708.817	       7.629	 47.456334	 -98.232286                                                                                                    
ND	38041	01034209	Hettinger County	2932411381	4036912	    1132.210	       1.559	 46.435704	-102.454238                                                                                                  
ND	38043	01034206	Kidder County	3499507626	211725374	    1351.168	      81.748	 46.938273	 -99.731198                                                                                                   
ND	38045	01035621	LaMoure County	2967978463	12813381	    1145.943	       4.947	 46.464195	 -98.526057                                                                                                   
ND	38047	01035620	Logan County	2571370644	47715597	     992.812	      18.423	 46.469278	 -99.504585                                                                                                     
ND	38049	01035305	McHenry County	4853564423	97373493	    1873.972	      37.596	 48.233842	-100.633267                                                                                                   
ND	38051	01034211	McIntosh County	2524546352	51817666	     974.733	      20.007	 46.117034	 -99.443041                                                                                                  
ND	38053	01035299	McKenzie County	7149201870	260175932	    2760.322	     100.454	 47.742475	-103.403215                                                                                                 
ND	38055	01034232	McLean County	5466428081	563110618	    2110.600	     217.418	 47.653055	-101.421794                                                                                                   
ND	38057	01034233	Mercer County	2701239089	180099487	    1042.954	      69.537	 47.307147	-101.833328                                                                                                   
ND	38059	01034207	Morton County	4988994029	49687668	    1926.261	      19.185	 46.710819	-101.298265                                                                                                    
ND	38061	01035307	Mountrail County	4727469986	301107657	    1825.286	     116.258	 48.210291	-102.364756                                                                                                
ND	38063	01034217	Nelson County	2542784474	70037102	     981.775	      27.041	 47.918667	 -98.204428                                                                                                    
ND	38065	01034205	Oliver County	1871296136	22476236	     722.512	       8.678	 47.118079	-101.331420                                                                                                    
ND	38067	01034212	Pembina County	2897404226	6996115	    1118.694	       2.701	 48.766896	 -97.545405                                                                                                    
ND	38069	01034230	Pierce County	2638162559	165070765	    1018.600	      63.734	 48.238883	 -99.966497                                                                                                   
ND	38071	01034215	Ramsey County	3074168473	295185089	    1186.943	     113.972	 48.266163	 -98.739031                                                                                                   
ND	38073	01035301	Ransom County	2233494175	3581125	     862.357	       1.383	 46.449276	 -97.647554                                                                                                     
ND	38075	01034229	Renville County	2271556745	40648334	     877.053	      15.694	 48.712781	-101.658152                                                                                                  
ND	38077	01035302	Richland County	3718649877	25035912	    1435.779	       9.666	 46.265219	 -96.937960                                                                                                  
ND	38079	01034228	Rolette County	2338953789	93938154	     903.075	      36.270	 48.768271	 -99.840463                                                                                                   
ND	38081	01035303	Sargent County	2223531989	21728402	     858.511	       8.389	 46.108206	 -97.630030                                                                                                   
ND	38083	01034203	Sheridan County	2518458051	86143151	     972.382	      33.260	 47.581359	-100.330986                                                                                                  
ND	38085	01034208	Sioux County	2833685023	88449900	    1094.092	      34.151	 46.110618	-101.061284                                                                                                     
ND	38087	01035896	Slope County	3146618128	10977972	    1214.916	       4.239	 46.445834	-103.462462                                                                                                     
ND	38089	01035618	Stark County	3456989918	14119891	    1334.751	       5.452	 46.817031	-102.662026                                                                                                     
ND	38091	01034220	Steele County	1844613559	8424876	     712.209	       3.253	 47.451062	 -97.718920                                                                                                     
ND	38093	01034224	Stutsman County	5754255171	197312589	    2221.730	      76.183	 46.972223	 -98.956123                                                                                                 
ND	38095	01034213	Towner County	2653616949	43800577	    1024.567	      16.911	 48.682183	 -99.248158                                                                                                    
ND	38097	01034221	Traill County	2232438249	1462184	     861.949	       0.565	 47.446215	 -97.164754                                                                                                     
ND	38099	01034214	Walsh County	3319505699	32184978	    1281.668	      12.427	 48.376979	 -97.722230                                                                                                     
ND	38101	01034231	Ward County	5214106369	110774757	    2013.178	      42.770	 48.216686	-101.540537                                                                                                     
ND	38103	01034204	Wells County	3291081559	50967325	    1270.694	      19.679	 47.580881	 -99.682254                                                                                                     
ND	38105	01035306	Williams County	5380440411	182522303	    2077.400	      70.472	 48.355765	-103.501333                                                                                                 
OH	39001	01074014	Adams County	1512208955	6165939	     583.867	       2.381	 38.834468	 -83.478082                                                                                                      
OH	39003	01074015	Allen County	1042470093	11266166	     402.500	       4.350	 40.771627	 -84.106103                                                                                                     
OH	39005	01074016	Ashland County	1095437984	9969104	     422.951	       3.849	 40.843274	 -82.270127                                                                                                    
OH	39007	01074017	Ashtabula County	1818002613	1724831775	     701.935	     665.961	 41.906638	 -80.745594                                                                                               
OH	39009	01074018	Athens County	1304383269	12463852	     503.625	       4.812	 39.332604	 -82.045844                                                                                                    
OH	39011	01074019	Auglaize County	1039599290	1345175	     401.392	       0.519	 40.561309	 -84.224018                                                                                                   
OH	39013	01065575	Belmont County	1378206779	23685407	     532.129	       9.145	 40.017682	 -80.967727                                                                                                   
OH	39015	01074020	Brown County	1269135577	8898046	     490.016	       3.436	 38.931377	 -83.866772                                                                                                      
OH	39017	01074021	Butler County	1209470828	7891386	     466.979	       3.047	 39.439747	 -84.565734                                                                                                     
OH	39019	01074022	Carroll County	1022031162	11192657	     394.608	       4.322	 40.579884	 -81.090787                                                                                                   
OH	39021	01074023	Champaign County	1110247658	3015669	     428.669	       1.164	 40.132759	 -83.767542                                                                                                  
OH	39023	01074024	Clark County	1029469490	13070242	     397.480	       5.046	 39.917032	 -83.783676                                                                                                     
OH	39025	01074025	Clermont County	1170958530	19830762	     452.110	       7.657	 39.052084	 -84.149614                                                                                                  
OH	39027	01074026	Clinton County	1058488036	9350863	     408.685	       3.610	 39.429004	 -83.795048                                                                                                    
OH	39029	01074027	Columbiana County	1377695743	7239792	     531.931	       2.795	 40.770073	 -80.778455                                                                                                 
OH	39031	01074028	Coshocton County	1460529103	9244955	     563.913	       3.569	 40.296710	 -81.930109                                                                                                  
OH	39033	01074029	Crawford County	1040619673	2359515	     401.786	       0.911	 40.848524	 -82.924783                                                                                                   
OH	39035	01074030	Cuyahoga County	1184000470	2041904344	     457.145	     788.384	 41.760392	 -81.724217                                                                                                
OH	39037	01074031	Darke County	1549120989	4245781	     598.119	       1.639	 40.131542	 -84.621248                                                                                                      
OH	39039	01074032	Defiance County	1065649927	7073971	     411.450	       2.731	 41.321679	 -84.486433                                                                                                   
OH	39041	01074033	Delaware County	1147866797	36610484	     443.194	      14.135	 40.278941	 -83.007462                                                                                                  
OH	39043	01074034	Erie County	651628927	969639938	     251.595	     374.380	 41.554006	 -82.525897                                                                                                      
OH	39045	01074035	Fairfield County	1306416920	10751197	     504.410	       4.151	 39.752641	 -82.627569                                                                                                 
OH	39047	01074036	Fayette County	1052458601	1705305	     406.357	       0.658	 39.555275	 -83.461945                                                                                                    
OH	39049	01074037	Franklin County	1378497874	29181307	     532.241	      11.267	 39.969575	 -83.006865                                                                                                  
OH	39051	01074038	Fulton County	1050090661	4621147	     405.442	       1.784	 41.597264	 -84.124267                                                                                                     
OH	39053	01074039	Gallia County	1208307625	12085303	     466.530	       4.666	 38.817046	 -82.301746                                                                                                    
OH	39055	01074040	Geauga County	1036429352	21045391	     400.168	       8.126	 41.499322	 -81.173505                                                                                                    
OH	39057	01074041	Greene County	1071562193	6534673	     413.732	       2.523	 39.687479	 -83.894894                                                                                                     
OH	39059	01074042	Guernsey County	1352631235	15666044	     522.254	       6.049	 40.056665	 -81.497875                                                                                                  
OH	39061	01074043	Hamilton County	1051292147	17412441	     405.906	       6.723	 39.196927	 -84.544187                                                                                                  
OH	39063	01074044	Hancock County	1376210267	5959835	     531.358	       2.301	 41.000471	 -83.666034                                                                                                    
OH	39065	01074045	Hardin County	1218342697	629922	     470.405	       0.243	 40.660415	 -83.664077                                                                                                      
OH	39067	01074046	Harrison County	1042034864	21847186	     402.332	       8.435	 40.292318	 -81.091565                                                                                                  
OH	39069	01074047	Henry County	1077461425	9687622	     416.010	       3.740	 41.331584	 -84.068900                                                                                                      
OH	39071	01074048	Highland County	1432480003	12194983	     553.084	       4.709	 39.184422	 -83.601359                                                                                                  
OH	39073	01074049	Hocking County	1091228731	5962805	     421.326	       2.302	 39.490342	 -82.483445                                                                                                    
OH	39075	01074050	Holmes County	1094355662	3745346	     422.533	       1.446	 40.565406	 -81.929925                                                                                                     
OH	39077	01074051	Huron County	1272965315	8615936	     491.495	       3.327	 41.145080	 -82.594641                                                                                                      
OH	39079	01074052	Jackson County	1088581998	3184785	     420.304	       1.230	 39.013477	 -82.614142                                                                                                    
OH	39081	01074053	Jefferson County	1057330551	7033413	     408.238	       2.716	 40.399384	 -80.763527                                                                                                  
OH	39083	01074054	Knox County	1361054213	10718613	     525.506	       4.138	 40.403620	 -82.422393                                                                                                      
OH	39085	01074055	Lake County	590616708	1945490124	     228.038	     751.158	 41.924116	 -81.392643                                                                                                     
OH	39087	01074056	Lawrence County	1174224648	10110033	     453.371	       3.904	 38.603866	 -82.517186                                                                                                  
OH	39089	01074057	Licking County	1767636743	12928044	     682.488	       4.992	 40.093609	 -82.481251                                                                                                   
OH	39091	01074058	Logan County	1187336852	21598326	     458.433	       8.339	 40.387553	 -83.766343                                                                                                     
OH	39093	01074059	Lorain County	1272001104	1119453573	     491.122	     432.223	 41.438805	 -82.179722                                                                                                  
OH	39095	01074060	Lucas County	882812496	660501958	     340.856	     255.021	 41.682321	 -83.468903                                                                                                     
OH	39097	01074061	Madison County	1206604385	1960915	     465.873	       0.757	 39.896607	 -83.400885                                                                                                    
OH	39099	01074062	Mahoning County	1065794288	35439619	     411.505	      13.683	 41.010880	 -80.770396                                                                                                  
OH	39101	01074063	Marion County	1045726874	908577	     403.757	       0.351	 40.588034	 -83.168803                                                                                                      
OH	39103	01074064	Medina County	1091406044	4198946	     421.394	       1.621	 41.116174	 -81.899764                                                                                                     
OH	39105	01074065	Meigs County	1113958701	7519813	     430.102	       2.903	 39.089807	 -82.028397                                                                                                      
OH	39107	01074066	Mercer County	1197738377	28425890	     462.449	      10.975	 40.535333	 -84.632059                                                                                                    
OH	39109	01074067	Miami County	1053028433	7967434	     406.577	       3.076	 40.053326	 -84.228413                                                                                                      
OH	39111	01074068	Monroe County	1180312387	4498246	     455.721	       1.737	 39.726240	 -81.090976                                                                                                     
OH	39113	01074069	Montgomery County	1195426481	7203204	     461.557	       2.781	 39.753736	 -84.290591                                                                                                 
OH	39115	01074070	Morgan County	1078531581	13881634	     416.423	       5.360	 39.624946	 -81.861697                                                                                                    
OH	39117	01074071	Morrow County	1051881040	2819357	     406.134	       1.089	 40.525266	 -82.797729                                                                                                     
OH	39119	01074072	Muskingum County	1721322171	20660209	     664.606	       7.977	 39.966046	 -81.943506                                                                                                 
OH	39121	01074073	Noble County	1030847874	16985529	     398.013	       6.558	 39.767232	 -81.452512                                                                                                     
OH	39123	01074074	Ottawa County	660275573	855031761	     254.934	     330.130	 41.545495	 -83.012613                                                                                                    
OH	39125	01074075	Paulding County	1078561257	6245313	     416.435	       2.411	 41.118920	 -84.582255                                                                                                   
OH	39127	01074076	Perry County	1056682631	11653676	     407.987	       4.500	 39.743187	 -82.237952                                                                                                     
OH	39129	01074077	Pickaway County	1298414471	13551028	     501.321	       5.232	 39.648947	 -83.052827                                                                                                  
OH	39131	01074078	Pike County	1140324438	9567610	     440.282	       3.694	 39.071360	 -83.052909                                                                                                       
OH	39133	01074079	Portage County	1262375027	43121832	     487.406	      16.649	 41.168837	 -81.197042                                                                                                   
OH	39135	01074080	Preble County	1098738439	6065415	     424.225	       2.342	 39.738810	 -84.644758                                                                                                     
OH	39137	01074081	Putnam County	1249724551	4603925	     482.521	       1.778	 41.024533	 -84.129879                                                                                                     
OH	39139	01074082	Richland County	1282720857	12470874	     495.261	       4.815	 40.774159	 -82.542781                                                                                                  
OH	39141	01074083	Ross County	1784987188	9938205	     689.187	       3.837	 39.323818	 -83.059581                                                                                                       
OH	39143	01074084	Sandusky County	1057901431	23963729	     408.458	       9.252	 41.355291	 -83.142735                                                                                                  
OH	39145	01074085	Scioto County	1580450239	15365089	     610.215	       5.932	 38.814889	 -82.998675                                                                                                    
OH	39147	01074086	Seneca County	1427135453	4593158	     551.020	       1.773	 41.120022	 -83.127504                                                                                                     
OH	39149	01074087	Shelby County	1055875200	7809835	     407.676	       3.015	 40.336680	 -84.204142                                                                                                     
OH	39151	01065576	Stark County	1490089760	13610796	     575.327	       5.255	 40.814131	 -81.365667                                                                                                     
OH	39153	01074088	Summit County	1069252838	18888264	     412.841	       7.293	 41.121851	 -81.534936                                                                                                    
OH	39155	01074089	Trumbull County	1601379273	47321071	     618.296	      18.271	 41.305911	 -80.768701                                                                                                  
OH	39157	01074090	Tuscarawas County	1470169893	9880283	     567.636	       3.815	 40.447448	 -81.471157                                                                                                 
OH	39159	01074091	Union County	1118207530	13285894	     431.742	       5.130	 40.295901	 -83.367042                                                                                                     
OH	39161	01074092	Van Wert County	1059698928	3281852	     409.152	       1.267	 40.855520	 -84.585775                                                                                                   
OH	39163	01074093	Vinton County	1068008686	6781196	     412.360	       2.618	 39.252014	 -82.485961                                                                                                     
OH	39165	01074094	Warren County	1039437516	15502869	     401.329	       5.986	 39.425652	 -84.169906                                                                                                    
OH	39167	01074095	Washington County	1636799217	20785064	     631.972	       8.025	 39.450684	 -81.490653                                                                                                
OH	39169	01074096	Wayne County	1437257215	4885101	     554.928	       1.886	 40.829661	 -81.887194                                                                                                      
OH	39171	01074097	Williams County	1090295511	5507075	     420.965	       2.126	 41.564958	 -84.584323                                                                                                   
OH	39173	01074098	Wood County	1598565462	8488625	     617.210	       3.277	 41.360183	 -83.622682                                                                                                       
OH	39175	01074099	Wyandot County	1053773793	1783531	     406.864	       0.689	 40.839782	 -83.313681                                                                                                    
OK	40001	01101788	Adair County	1485305051	9254775	     573.480	       3.573	 35.898043	 -94.651026                                                                                                      
OK	40003	01101789	Alfalfa County	2244106942	38546675	     866.455	      14.883	 36.729703	 -98.323445                                                                                                   
OK	40005	01101790	Atoka County	2526578264	37283820	     975.517	      14.395	 34.392469	 -96.036558                                                                                                     
OK	40007	01101791	Beaver County	4700042693	7347165	    1814.697	       2.837	 36.748334	-100.483056                                                                                                     
OK	40009	01101792	Beckham County	2335665035	5527161	     901.805	       2.134	 35.270601	 -99.690057                                                                                                    
OK	40011	01101793	Blaine County	2404605144	26851758	     928.423	      10.368	 35.877782	 -98.428934                                                                                                    
OK	40013	01101794	Bryan County	2342540740	102255858	     904.460	      39.481	 33.964004	 -96.264137                                                                                                    
OK	40015	01101795	Caddo County	3310745135	30820561	    1278.286	      11.900	 35.167920	 -98.381045                                                                                                     
OK	40017	01101796	Canadian County	2322255323	23239194	     896.628	       8.973	 35.543410	 -97.979844                                                                                                  
OK	40019	01101797	Carter County	2129425400	30015492	     822.176	      11.589	 34.251848	 -97.287927                                                                                                    
OK	40021	01101798	Cherokee County	1940958390	69624054	     749.408	      26.882	 35.904367	 -94.996796                                                                                                  
OK	40023	01101799	Choctaw County	1995215087	75666981	     770.357	      29.215	 34.027645	 -95.554208                                                                                                   
OK	40025	01101800	Cimarron County	4751948094	15923999	    1834.737	       6.148	 36.755276	-102.508734                                                                                                  
OK	40027	01101801	Cleveland County	1395495697	49941359	     538.804	      19.282	 35.206376	 -97.323088                                                                                                 
OK	40029	01101802	Coal County	1338200610	12079767	     516.682	       4.664	 34.582861	 -96.288039                                                                                                      
OK	40031	01101803	Comanche County	2769447426	37331131	    1069.290	      14.414	 34.662628	 -98.476597                                                                                                  
OK	40033	01101804	Cotton County	1638566872	24095201	     632.654	       9.303	 34.290676	 -98.373438                                                                                                    
OK	40035	01101805	Craig County	1971897231	3697828	     761.354	       1.428	 36.763890	 -95.201553                                                                                                      
OK	40037	01101806	Creek County	2460877240	50957833	     950.150	      19.675	 35.907732	 -96.379793                                                                                                     
OK	40039	01101807	Custer County	2561032882	34321688	     988.820	      13.252	 35.645601	 -98.997386                                                                                                    
OK	40041	01101808	Delaware County	1911820111	140253626	     738.158	      54.152	 36.393375	 -94.808217                                                                                                 
OK	40043	01101809	Dewey County	2588642149	22679881	     999.480	       8.757	 35.977960	 -99.014385                                                                                                     
OK	40045	01101810	Ellis County	3189616644	952235	    1231.518	       0.368	 36.224258	 -99.750139                                                                                                       
OK	40047	01101811	Garfield County	2741478922	4075930	    1058.491	       1.574	 36.378273	 -97.787729                                                                                                   
OK	40049	01101812	Garvin County	2077502830	29941710	     802.128	      11.561	 34.709350	 -97.312723                                                                                                    
OK	40051	01101813	Grady County	2850272691	11403868	    1100.496	       4.403	 35.021058	 -97.886890                                                                                                     
OK	40053	01101814	Grant County	2592245098	7021964	    1000.871	       2.711	 36.788254	 -97.788151                                                                                                      
OK	40055	01101815	Greer County	1655842699	11157419	     639.324	       4.308	 34.933853	 -99.552968                                                                                                     
OK	40057	01101816	Harmon County	1391326850	3800419	     537.194	       1.467	 34.745971	 -99.844194                                                                                                     
OK	40059	01101817	Harper County	2691041295	5259446	    1039.017	       2.031	 36.800350	 -99.662805                                                                                                     
OK	40061	01101818	Haskell County	1493228367	126266430	     576.539	      48.752	 35.232294	 -95.109578                                                                                                  
OK	40063	01101819	Hughes County	2084025738	26504780	     804.647	      10.234	 35.052934	 -96.251183                                                                                                    
OK	40065	01101820	Jackson County	2078855902	4114419	     802.651	       1.589	 34.593949	 -99.412210                                                                                                    
OK	40067	01101821	Jefferson County	1965365199	39497494	     758.832	      15.250	 34.105082	 -97.838890                                                                                                 
OK	40069	01101822	Johnston County	1665207047	39638175	     642.940	      15.304	 34.313455	 -96.654254                                                                                                  
OK	40071	01101823	Kay County	2382084814	65369699	     919.728	      25.239	 36.814885	 -97.143862                                                                                                       
OK	40073	01101824	Kingfisher County	2326224193	20348783	     898.160	       7.857	 35.949431	 -97.934568                                                                                                
